config,phi,T2x,THs,THd,th,eheat,aOHC,Lthx,lgla0,Ggla1,Ggla3,ggla,lgis0,Lgis1,Lgis3,Lais_smb,lais0,aais,k_toc,vgx,ggx,To,bdic,gdic,npp0,vfire,vharv,vmort,vstab,vrh1,vrh23,apass,bnpp,anpp,gnpp,bfire,gfire,brh,grh,ka,ga,k_tth,Cfr0,CO2pi,Lgla,Lais,tgla,tgis,tais,adic,aoc_1,aoc_2,aoc_3,aoc_4,aoc_5,toc_1,toc_2,toc_3,toc_4,toc_5,vrh3,aLST,grt1,grt2,krt,amin,vthaw,vfroz,ath_1,ath_2,ath_3,tth_1,tth_2,tth_3,aCO2,k_pH,T2x0
10,5.7118244,4.7440166,8.298582,131.32544,0.45469728,1.4676561,0.9206508,1.7296925,0.42170593,0.3016301,0.018276999,0.073257305,0.5525185,69.51511,5.52534,0.866431,0.019132925,0.0029333087,1.4748068,0.14290063,-0.013705486,17.99861,0.74719673,0.018652288,50.0767,0.004474264,0.00095619715,0.11564488,1.16537,0.54423577,0.042621497,0.9141179,0.8490443,0.4094436,0.023799555,0.018850338,-0.0012520716,1.4804245,0.05753031,1.4082297,0.14158775,0.9944637,558.13837,281.279,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
11,5.415682,2.9450486,9.209893,66.95162,0.91081667,1.027963,0.8833174,1.6891835,0.9491657,0.586732,0.01500187,0.07845271,0.16257721,113.92031,6.6240664,0.3774072,-0.011240077,0.0042337175,1.3826405,0.30177456,0.00962507,17.410913,0.86347437,0.027188862,48.771458,0.005825668,0.0015804236,0.12444097,0.14994468,0.33719018,0.02038668,0.8532982,0.893179,0.17298107,0.020733131,-0.09698678,-0.060180604,1.5748161,0.021602793,0.4443819,0.1723304,2.509846,397.72824,280.45612,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
12,5.25357,3.119826,8.5034,70.50612,0.3494514,1.2325814,0.9113905,1.7472609,0.5502479,0.10465345,0.0072846035,0.097594954,0.31588718,85.12961,4.739238,0.47804326,0.11184383,0.005709903,1.1821336,0.18913506,0.03279989,18.190918,0.9198092,0.036602832,47.16873,0.0052380897,0.0023276112,0.114982925,0.17195837,0.08437719,0.029381545,0.9024469,1.6303838,0.31487593,-0.01640651,-0.05714978,0.05164583,0.71364796,0.04631882,6.6532955,0.13151437,0.44262984,539.7619,285.05466,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
13,5.2726245,3.9780922,7.765814,125.22612,0.771439,1.3871838,0.9312909,1.8110349,0.21801752,0.33627853,0.019504283,0.03715466,0.41410837,67.53389,6.813946,0.38852558,-0.08215542,0.006438935,1.0660124,0.201705,-0.023020312,18.65944,0.8796021,0.04194898,46.94098,0.016908942,0.00051663606,0.11119527,0.39045286,0.44701806,0.022189658,0.3598297,0.46391183,0.22354704,0.0038599814,-0.08853609,0.18003851,1.0499122,0.028632425,0.71452516,0.12519652,1.329348,820.494,282.98767,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
14,5.2701583,5.6260757,8.410362,48.136555,0.4861928,2.298889,0.90831596,1.6317296,0.45640877,0.3451315,0.0059342817,0.055240296,0.46991542,91.65957,5.2659836,0.6616387,-0.034099087,-7.56743e-05,0.83519787,0.299551,0.01617758,18.422724,0.7763514,0.023219291,45.57454,0.0060884864,0.001947567,0.09932466,0.5969652,0.514935,0.017401468,0.7192177,0.807264,1.8911058,-0.011699744,0.06733712,0.13785335,0.9836962,0.015769396,2.512223,0.06605024,2.387569,523.3744,279.19427,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
15,4.690656,5.0941434,7.4998393,48.334587,0.59038574,0.7211862,0.91122925,1.7701265,0.922086,0.3228042,0.018444046,0.08042885,0.4611222,100.83363,6.0571036,0.69248986,-0.15591186,0.00010915061,0.8958511,0.34094983,0.061603364,17.584194,0.8198782,0.06476676,45.89291,0.0059013744,0.0012178982,0.112757646,0.28575835,0.1411097,0.016017865,0.67545,1.0722115,0.22726275,-0.0142367175,-0.015110274,0.14516959,1.0034966,0.051511664,0.55697554,0.13203481,0.55690396,698.2282,283.34946,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
16,4.869052,4.4734783,6.8897,60.55001,0.63053507,0.9671343,0.9034979,1.7429787,0.80858195,0.30415213,0.012681766,0.07157976,0.23042971,78.62678,7.8754787,1.0672295,0.07744563,0.0015804345,1.2110084,0.24120434,0.03438132,18.150537,0.91788006,0.041731544,51.00901,0.0020350178,0.0014091885,0.13172205,0.2963742,0.73623884,0.020185417,0.5702139,0.7305911,0.19067146,-0.010688631,-0.05018692,0.08660672,1.145167,0.19271591,0.7993584,0.10112454,0.88103426,476.27628,282.9477,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
17,4.769665,4.728695,9.002468,143.43518,0.6803589,1.0654794,0.90098184,2.2528982,0.57590175,0.22913006,0.028439878,0.18058552,0.15036024,59.66464,3.9442804,0.77216494,-0.09526335,0.0030905502,1.4313776,0.2589436,0.0023341882,17.978056,0.7591456,0.04424901,56.321796,0.0043270416,0.0013278225,0.10704963,0.21232986,0.12209861,0.042723607,0.26358154,1.9011455,0.8508234,-0.0029997793,-0.19022295,0.114328586,0.63947153,0.011079147,2.2955008,0.13394052,1.0299087,382.02676,280.3187,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
18,5.1235948,2.7033386,8.839993,192.21616,0.48513865,1.3609302,0.91908985,1.8589679,0.40754846,0.317988,0.03918909,0.110971496,0.37420255,63.22512,4.4098597,0.43368474,-0.03703621,0.0037579888,0.8656684,0.3425394,0.017739737,17.930573,0.88633317,0.03364071,46.292137,0.0053764363,0.0014714185,0.10770743,0.6051715,0.21852852,0.02726818,0.6421077,0.39781135,0.095517,-0.0035957652,-0.088078484,0.08482093,0.72518945,0.04019391,1.3762921,0.12045945,0.42737612,370.72418,279.61023,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
19,4.0817175,4.919338,7.9303694,45.500984,0.5350004,1.035362,0.9165966,1.6291633,0.7156037,0.020875566,0.01626322,0.17316273,0.13893645,82.18461,5.349637,0.617958,-0.020268453,0.00029230543,0.74425966,0.14885831,0.02786788,17.325867,0.86270255,0.052632622,47.38686,0.004906676,0.0018842911,0.112821974,0.105580464,0.26017508,0.0370034,0.4752178,0.6946431,3.483238,-0.041408528,-0.10878373,0.012957549,1.2410504,0.020120876,1.3704906,0.1085143,0.69150835,577.7466,274.4802,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
20,4.7940254,3.7067995,7.8376513,112.06217,0.7039689,1.2769474,0.9151319,1.7763476,0.8582938,0.6193815,0.011792694,0.16104755,0.0806059,113.83676,5.1694427,0.58380735,-0.12426803,0.0037379335,1.0400276,0.1125056,0.024704136,17.892021,1.0395054,0.059821866,53.242363,0.005525843,0.0015343325,0.10854104,0.3989354,0.18358338,0.038165584,0.6352938,0.9512706,0.84990406,-0.019513877,-0.20821196,0.15012364,2.0028179,0.0046156156,2.6648164,0.11717662,0.5711484,622.29834,280.932,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
21,5.3763766,6.006115,9.604894,43.05552,0.4628838,1.500373,0.91192967,1.7143378,0.49433732,0.5029347,0.03565125,0.060865898,0.27121288,251.91347,4.514714,0.5502502,-0.045293037,0.010018162,1.0385892,0.1746888,-0.018073756,17.747526,0.739088,0.06081315,45.212418,0.006934735,0.0058405814,0.10002139,0.47912878,0.15797532,0.05393465,0.8832466,0.98831546,0.5649577,-0.033879265,0.091954105,0.06691584,0.9808682,0.018728673,2.7779713,0.17056149,0.49758175,602.4736,282.69803,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
22,4.923518,3.8568375,8.850616,44.59006,0.6602697,1.283685,0.91460586,2.3464353,0.6042127,0.5054964,0.02744222,0.28703135,0.19589284,130.94707,5.143999,0.6055337,-0.048148476,-0.0015354274,0.80913705,0.22415127,0.060165673,18.071217,0.9381642,0.034887064,42.244473,0.0068354327,0.0061610397,0.11993125,0.1156577,0.38187835,0.03424976,0.55164677,0.93757945,0.31596532,-0.023385089,-0.028254546,0.009682954,1.2273444,0.0504376,1.1912668,0.13097411,0.28897208,471.64618,274.87778,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
23,5.517078,3.4387233,7.0264726,78.04095,0.4803517,1.615621,0.88795227,1.7768401,0.43316895,0.36421862,0.021515038,0.024102764,0.30790097,41.215374,6.166764,0.4165721,-0.016618045,0.0044823615,1.2924199,0.25242975,0.015475134,17.787352,0.9644573,0.030293299,38.691177,0.0039354814,0.0010187711,0.10737106,0.31703743,0.121437006,0.014507,0.55153865,1.1249611,0.07011851,-0.013866631,-0.14984682,0.113196634,1.1968955,0.03537966,1.2684852,0.14556609,0.19399947,463.3935,279.33197,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
24,4.9472523,5.401127,7.6076326,84.5476,0.59061295,1.5299498,0.91894156,1.8512734,0.19345,0.21094374,0.024128247,0.060177688,0.4426799,74.527466,5.0052915,0.83673495,0.14210603,0.0019276647,1.0878843,0.18008563,0.012963307,17.529232,0.79948217,0.042441275,45.2549,0.0130659165,0.0038316457,0.10780479,0.41288075,0.22795507,0.016910205,0.7913658,0.6537227,0.2854339,0.0010827509,0.008560581,-0.0037161084,0.78316706,0.0179367,2.209583,0.11753865,0.39775708,470.15613,273.853,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
25,4.248836,3.5996318,8.036348,111.82251,0.5061617,1.4061725,0.9014205,2.0123158,0.34562716,0.32512686,0.026361203,0.09139286,0.17405365,72.00782,6.1860957,0.7827337,0.15567093,6.100649e-05,1.1658254,0.1783664,0.040273957,17.679676,0.8680161,0.043875176,46.63606,0.0047948947,0.0034626853,0.10604435,0.15625346,0.5489554,0.019727739,0.50305694,1.6947445,0.17414021,-0.036524348,0.08465907,0.06505316,0.63612664,0.009981329,1.0665898,0.13814157,3.222008,676.50397,276.04333,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
26,4.914312,4.6135864,9.465867,130.02864,0.65776366,1.2030133,0.9382089,2.3729389,0.22181757,0.3104128,0.025681961,0.22106792,0.48454612,152.91794,5.6854973,0.5849171,0.09824604,-0.00090706896,0.7979555,0.22729516,0.012329111,18.058453,0.7257407,0.043234754,58.765987,0.008347824,0.008798981,0.122866824,0.19045447,0.11026159,0.024198854,0.826092,1.5035459,0.65068364,-0.03978639,-0.06744461,0.04233684,1.5524836,0.012491811,2.283859,0.11568963,1.1851667,557.0167,279.17078,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
27,5.62532,2.2164774,8.633321,38.225643,0.85204464,1.263798,0.90469515,2.194846,0.5478114,0.18960851,0.037345488,0.17410362,0.13476074,104.22769,5.994292,0.56439406,-0.015433701,0.0077883764,1.1002959,0.24150881,0.031563964,17.981796,0.9914791,0.052850846,42.496017,0.0063360548,0.006324476,0.10379258,0.2236309,0.18053083,0.027961068,0.27115947,1.0918835,0.18848723,-0.02788936,-0.22469501,-0.036917154,1.4514158,0.021502174,5.332283,0.11924327,1.5378307,420.8668,272.74384,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
28,5.6419864,3.0751512,8.371029,87.581085,0.6638559,1.2297224,0.92629427,1.8572327,0.10638885,0.16822155,0.010705136,0.01682798,0.27134103,32.79122,6.7701,0.6303313,0.0069093094,0.0014345901,1.1498982,0.21270707,-0.014490607,17.769646,0.9394333,0.06258131,50.18572,0.0057519763,0.001036155,0.1098063,0.5484249,0.12038724,0.023945736,0.6435195,0.61991036,0.056790538,-0.012865501,0.067305356,0.027842682,0.3708727,0.006765668,1.17692,0.1522194,0.8911234,511.11127,278.69888,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
29,4.857058,3.750041,8.344776,64.06849,0.589469,1.1549122,0.91623783,2.0132535,0.48512113,0.18740247,0.04520305,0.08439622,0.5939054,35.352047,5.173128,0.644595,0.12377498,0.0016444225,1.0328074,0.1250149,0.0020999487,18.197636,0.8097961,0.03884962,54.632545,0.006915151,0.0004443061,0.09887572,0.30413368,0.0844374,0.016612336,0.88636917,0.78483117,0.028728133,-0.031559657,-0.049821846,0.1449924,1.0559384,0.048445627,4.4790134,0.073555306,1.0799977,415.8211,276.63458,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
30,5.9516735,3.829788,9.113529,86.61477,0.468132,1.0099906,0.9170977,1.742193,0.37754726,0.66291916,0.008641574,0.10393539,0.34800977,61.892452,5.659839,0.79352576,0.02714151,0.0026538682,0.97783446,0.21068537,0.005652144,18.253939,0.83680475,0.079476446,53.71309,0.004308468,0.008164304,0.111816786,0.7403763,0.1393649,0.016090205,0.9137957,0.6811007,0.26177302,0.0014315983,-0.13031168,0.0700623,0.931747,0.012717434,2.1895945,0.105513506,0.14375068,564.8033,280.6783,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
